gender,fav.season,handedness,ideal.weight,year,college,from.US,from.MN,live.on.campus,shower,entertainment,hair.cost,fav.social.network,hours.social.networks,exercise,zzz.week,zzz.weekend,political.position,legalizing.marijuana,high.school.GPA,college.GPA,tattoos,traffic.tickets,text.drive,geographic.region,expected.grade
Male,Spring,Left,195,Senior,College of Biological Sciences (CBS),U.S.,Yes,No,Morning,50,30,Others,1,1,6,8,Moderate,Yes,3.9,3.5,0,0,No,North America,A
Male,Fall,Right,200,Senior,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,Yes,No,Depends,200,15,YouTube,5,1,6,7,Moderate,Yes,3.3,3.4,0,3,No,North America,A
Male,Summer,Right,215,Senior,College of Liberal Arts,U.S.,Yes,No,Morning,20,30,Instagram,3,1,8,9,Not sure,Not sure,3.3,2.6,0,0,No,North America,A
Male,Fall,Right,220,Senior,College of Education and Human Development,U.S.,No,No,Morning,20,18,YouTube,2,1,8,9,Liberal,Yes,3.6,3.4,2,1,No,Prefer not to answer,B
Male,Spring,Right,291,Senior,College of Science of Engineering,International,No,Yes,Depends,100,25,YouTube,2,1,6,8,Not sure,Yes,3.8,3.9,0,0,No,Asia,A
Female,Spring,Right,100,Sophomore,College of Liberal Arts,International,No,No,Evening,1000,10,Instagram,5,1,6,8,Not sure,No,3,3,0,0,No,Asia,A
Female,Summer,Right,100,Sophomore,College of Science of Engineering,U.S.,Yes,No,Depends,0,14,Instagram,3,0,6.5,7.5,Liberal,Yes,4,3.3,6,0,No,North America,B
Female,Fall,Right,100,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,Yes,Depends,100,0,Instagram,1,1,8,10,Liberal,Yes,4,3.6,0,1,No,North America,A
Female,Spring,Right,105,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,No,Evening,30,40,Instagram,4,1,7,10,Conservative,Not sure,3.9,3.4,0,0,No,Asia,A
Female,Fall,Right,110,Sophomore,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",International,No,Yes,Evening,0,300,YouTube,5,0.5,7,8,Not sure,No,0,3.1,0,0,No,Asia,A
Female,Summer,Right,110,Sophomore,College of Biological Sciences (CBS),U.S.,No,No,Evening,100,22,Instagram,2.5,0.75,7,7,Moderate,Not sure,3.86,3.44,0,0,No,Asia,A
Female,Fall,Right,110,Sophomore,Carlson School Undergraduate program,U.S.,Yes,Yes,Evening,25,25,Instagram,1,8,7,8,Liberal,Yes,3.9,3.65,0,0,No,Asia,A
Female,Summer,Right,110,Sophomore,College of Biological Sciences (CBS),U.S.,No,Yes,Evening,50,300,Instagram,2,1,7,10,Liberal,Yes,4,3.9,0,0,No,North America,A
Female,Summer,Right,110,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,Yes,Depends,10,40,Others,1,3,6,8,Liberal,Yes,4,3.95,1,0,No,North America,A
Female,Summer,Right,110,Sophomore,College of Design,U.S.,Yes,No,Depends,30,40,Instagram,1,1,7,9,Liberal,Yes,3.7,3.35,3,0,No,North America,A
Female,Spring,Right,112,Sophomore,College of Liberal Arts,International,No,No,Evening,400,200,Others,2,1,8,9,Liberal,No,3,3.7,0,0,No,Asia,A
Female,Summer,Right,114,Sophomore,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",International,No,No,Evening,20,20,Instagram,4,1,7,7,Conservative,Not sure,3.5,4,0,0,No,Asia,A
Female,Spring,Right,115,Sophomore,College of Liberal Arts,U.S.,Yes,Yes,Depends,50,45,Instagram,3,1,6.5,8,Liberal,Yes,3.92,3.2,0,0,No,North America,A
Female,Summer,Right,115,Sophomore,College of Liberal Arts,U.S.,Yes,No,Depends,30,38,Instagram,4,1,8,10,Liberal,Yes,3.9,3.4,0,0,No,North America,A
Female,Spring,Right,115,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,Yes,Depends,5,0,YouTube,1,1,8,8,Liberal,No,4,3.6,0,0,No,Europe,A
Female,Winter,Right,115,Sophomore,Carlson School Undergraduate program,International,No,No,Evening,0,43,Instagram,3,0.5,6.5,9,Not sure,Not sure,0,3.86,0,0,No,Asia,A
Male,Summer,Right,115,Sophomore,College of Liberal Arts,U.S.,Yes,Yes,Morning,0,65,Instagram,3,1,6,7,Liberal,Yes,3.7,3.8,0,0,No,Africa,A
Female,Summer,Right,118,Sophomore,College of Liberal Arts,International,No,Yes,Evening,80,120,YouTube,2,0.5,8,10,Not sure,Not sure,0,3.47,0,0,No,Asia,A
Female,Fall,Right,120,Sophomore,College of Liberal Arts,U.S.,Yes,Yes,Evening,20,13,Facebook,5,2,5,6,Liberal,No,3.94,3,0,0,No,North America,A
Female,Spring,Right,120,Sophomore,College of Liberal Arts,U.S.,Yes,No,Morning,20,35,Twitter,3,1,7,5,Liberal,Yes,3.87,3.1,0,0,No,North America,B
Female,Fall,Right,120,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,Yes,Depends,30,175,Instagram,2,2,7,9,Not sure,Yes,3.98,3.53,0,0,No,North America,B
Female,Fall,Right,120,Sophomore,College of Liberal Arts,U.S.,Yes,No,Evening,50,40,Instagram,2,6,7,10,Conservative,No,3.67,3.69,0,0,Yes,North America,A
Female,Summer,Right,120,Sophomore,College of Liberal Arts,U.S.,No,Yes,Depends,0,0,YouTube,1,1,8.5,8.5,Liberal,Not sure,4,3.8,0,0,No,North America,A
Female,Summer,Right,120,Sophomore,College of Design,U.S.,Yes,Yes,Depends,75,250,Instagram,5,1,6,7,Liberal,Yes,3.4,2.5,1,0,No,North America,B
Female,Summer,Left,120,Sophomore,College of Design,U.S.,No,No,Depends,50,18,Instagram,2.5,1,7.5,9,Moderate,No,3.97,3.5,1,0,No,North America,A
Female,Summer,Right,120,Sophomore,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,No,Yes,Depends,90,35,Twitter,3,1,8,8,Liberal,Yes,3.89,3.67,1,0,No,North America,B
Female,Winter,Right,120,Sophomore,College of Liberal Arts,U.S.,Yes,No,Evening,50,100,Instagram,2,1,7,9,Not sure,Yes,3.8,2.9,2,0,Yes,North America,B
Female,Summer,Right,120,Sophomore,College of Liberal Arts,U.S.,Yes,No,Depends,100,180,Instagram,3,2,7,6,Not sure,Yes,3.9,3.8,3,0,Yes,North America,A
Female,Fall,Right,120,Sophomore,College of Science of Engineering,U.S.,Yes,Yes,Morning,30,0,Instagram,4,1,7,10,Liberal,Yes,4,3,10,1,Yes,North America,B
Female,Summer,Right,120,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,No,Morning,20,100,Instagram,2,1,8,6,Moderate,Yes,3.9,3.7,0,3,No,North America,B
Female,Summer,Left,125,Sophomore,College of Liberal Arts,U.S.,Yes,Yes,Evening,30,50,Instagram,4,2,7,8,Moderate,Not sure,3.9,3.1,0,0,No,North America,B
Female,Summer,Right,125,Sophomore,College of Liberal Arts,U.S.,Yes,No,Evening,0,15,Instagram,3,1.5,8,8,Moderate,No,3.85,3.7,0,0,No,North America,A
Female,Summer,Right,125,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,Yes,Evening,0,60,Instagram,2,1,8,9,Moderate,Not sure,4,3.98,0,0,No,North America,A
Female,Fall,Right,125,Sophomore,College of Liberal Arts,International,No,No,Evening,30,280,Others,2.5,1,7.5,9,Moderate,No,0,4,0,0,No,Asia,A
Female,Summer,Right,125,Sophomore,College of Education and Human Development,U.S.,No,Yes,Depends,5,40,Twitter,5,1,6,8,Liberal,Yes,3.96,3.655,1,0,Yes,North America,A
Female,Spring,Right,125,Sophomore,College of Liberal Arts,U.S.,Yes,Yes,Depends,100,40,Others,2,2,7,8,Moderate,Yes,3.8,3.2,0,1,No,Central America,A
Female,Summer,Right,125,Sophomore,College of Design,U.S.,Yes,No,Evening,20,99,Twitter,1,2,8,8,Liberal,Yes,3.85,3.6,0,1,No,North America,B
Male,Summer,Right,125,Sophomore,College of Liberal Arts,U.S.,Yes,No,Morning,30,16,Others,2,3,7,7,Moderate,Yes,3.2,3.65,0,0,Yes,North America,A
Female,Fall,Right,127,Sophomore,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",International,No,No,Evening,30,10,Instagram,15,1,7,9,Liberal,Yes,3.85,3.55,0,0,Yes,Asia,A
Female,Fall,Right,130,Sophomore,College of Liberal Arts,U.S.,Yes,Yes,Evening,100,200,Twitter,2,0.5,6,12,Conservative,No,3.87,2.8,0,0,No,North America,B
Female,Fall,Right,130,Sophomore,College of Biological Sciences (CBS),U.S.,No,Yes,Evening,20,15,Instagram,5,1,7,9,Liberal,Yes,0,3.3,0,0,No,Asia,B
Female,Summer,Right,130,Sophomore,College of Education and Human Development,U.S.,No,No,Evening,30,12,Twitter,3,2,7,8,Liberal,Yes,4,3.8,0,0,Yes,North America,A
Female,Spring,Right,130,Sophomore,College of Science of Engineering,U.S.,No,Yes,Evening,0,150,Instagram,2,1,7,9,Liberal,Yes,0,0,1,0,No,North America,Prefer not to answer
Female,Fall,Right,130,Sophomore,College of Liberal Arts,U.S.,Yes,Yes,Evening,10,45,Instagram,2,1.5,7,8,Liberal,Yes,3.4,2.9,2,3,Yes,Europe,A
Female,Summer,Right,130,Sophomore,College of Liberal Arts,U.S.,Yes,No,Depends,50,130,Instagram,3,1,8,6,Conservative,Yes,4,3.5,0,9,Yes,North America,A
Male,Fall,Right,130,Sophomore,College of Liberal Arts,U.S.,No,No,Morning,0,15,YouTube,5,1,7,9,Moderate,Not sure,3.58,2.381,0,0,No,Asia,B
Male,Spring,Right,130,Sophomore,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,No,Yes,Depends,30,5,YouTube,1,0.5,8,8,Liberal,Not sure,3.7,3.7,0,0,No,North America,Prefer not to answer
Female,Fall,Right,132,Sophomore,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",International,No,No,Morning,100,20,Instagram,3,1,8,9,Moderate,Not sure,2.999,2.999,1,0,No,Asia,B
Female,Summer,Right,132,Sophomore,College of Education and Human Development,U.S.,No,Yes,Evening,50,180,Instagram,3,1,7,9,Conservative,Yes,3.7,3.4,0,1,No,North America,B
Female,Summer,Right,135,Sophomore,College of Liberal Arts,U.S.,No,No,Evening,40,60,Twitter,4,1,6,7,Moderate,No,3.87,2.85,0,0,No,North America,B
Female,Spring,Right,135,Sophomore,College of Education and Human Development,U.S.,Yes,Yes,Depends,10,135,Instagram,3,2,6,8,Not sure,Not sure,3.7,3.1,0,0,Yes,North America,A
Female,Summer,Right,135,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,No,Depends,20,150,Instagram,2,2,7,9,Not sure,Not sure,3.8,3.3,0,0,Yes,North America,A
Female,Fall,Right,135,Sophomore,College of Liberal Arts,U.S.,Yes,Yes,Evening,10,50,YouTube,1,1,8,8,Conservative,No,3.7,3.6,0,0,No,North America,B
Female,Fall,Right,135,Sophomore,College of Liberal Arts,U.S.,No,Yes,Evening,45,68,Instagram,1,1,9,8,Moderate,Yes,3.99,3.51,0,1,Yes,North America,A
Female,Summer,Right,135,Sophomore,College of Biological Sciences (CBS),U.S.,No,No,Evening,5,26,Instagram,3,0,7,8,Conservative,No,4,3.7,1,1,Yes,North America,A
Male,Summer,Right,135,Sophomore,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",International,No,No,Morning,200,30,Instagram,3,1,7,8,Conservative,Not sure,3.5,3.6,0,0,No,Asia,A
Male,Fall,Right,135,Sophomore,College of Liberal Arts,U.S.,Yes,No,Evening,30,25,Instagram,2,1,8,10,Liberal,Yes,3.5,3.857,0,0,No,North America,A
Female,Fall,Right,138,Sophomore,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,Yes,No,Depends,5,17,Instagram,1,1,6.5,8,Liberal,Yes,4,3.9,3,0,No,North America,A
Male,Summer,Left,138,Sophomore,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,Yes,Yes,Evening,0,15,YouTube,1,2,8,9,Liberal,No,3.8,3.7,0,0,No,North America,A
Female,Fall,Right,139,Sophomore,College of Liberal Arts,International,No,No,Depends,30,20,Others,3,0.5,8,9,Not sure,No,3,3.5,0,0,No,Asia,A
Male,Winter,Right,139,Sophomore,College of Liberal Arts,U.S.,No,No,Depends,50,21,Twitter,4,1,7,8,Liberal,Yes,3.93,3.467,0,0,Yes,North America,A
Female,Fall,Right,140,Sophomore,College of Liberal Arts,International,No,No,Depends,100,100,Instagram,5,2,7,8,Not sure,Yes,3.8,3,0,0,No,Asia,A
Female,Fall,Right,140,Sophomore,College of Liberal Arts,U.S.,Yes,Yes,Evening,200,100,Twitter,4,1,7,6,Liberal,Yes,3.7,3.2,0,0,No,Asia,A
Female,Fall,Right,140,Sophomore,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,No,Yes,Evening,30,75,YouTube,4,2,7,9,Liberal,Yes,3.8,3.7,0,0,No,North America,A
Female,Summer,Right,140,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,No,Depends,25,45,Instagram,1,1,8,8,Moderate,Yes,3.95,3.9,1,0,Yes,North America,A
Female,Fall,Right,140,Sophomore,College of Biological Sciences (CBS),U.S.,No,Yes,Evening,0,0,Instagram,4,1,7,9,Moderate,No,3.8,2.8,0,1,Yes,North America,B
Female,Summer,Right,140,Sophomore,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,Yes,No,Evening,100,30,Instagram,2,1,8,8,Moderate,Yes,4,4,0,1,No,North America,A
Female,Fall,Right,140,Sophomore,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,No,No,Morning,150,20,Twitter,3,0,7.5,9,Liberal,Yes,3.9,3,2,2,Yes,North America,B
Female,Summer,Right,140,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,Yes,Evening,20,125,Instagram,2,1,7,10,Liberal,Yes,3.9,3.1,2,2,No,North America,B
Female,Spring,Right,142,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,Yes,Morning,5,60,YouTube,3,0,7,9,Liberal,Yes,4,3.2,0,0,No,North America,A
Male,Fall,Right,142,Sophomore,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",International,No,Yes,Depends,0,30,Instagram,1,1,8,9,Not sure,Not sure,3.6,0,0,0,No,Asia,A
Male,Fall,Right,142,Sophomore,College of Liberal Arts,U.S.,No,Yes,Morning,10,16,Instagram,5,1,7,8,Moderate,Not sure,3.8,3.65,0,0,Yes,Asia,A
Male,Summer,Right,145,Sophomore,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,Yes,No,Evening,10,20,Instagram,2,2,7,7,Liberal,Yes,3.99,3.3,0,0,No,North America,A
Male,Fall,Right,148,Sophomore,College of Liberal Arts,U.S.,No,Yes,Morning,400,25,YouTube,3,2,6,9,Conservative,Yes,3.7,3.7,0,0,No,North America,A
Female,Fall,Right,150,Sophomore,Undecided/other,U.S.,Yes,Yes,Depends,100,25,Instagram,3,1,6,9,Liberal,Yes,3.5,3,0,0,Yes,North America,A
Female,Winter,Right,150,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,No,Morning,60,80,Instagram,3,2,8,8,Liberal,Yes,3.85,3.5,0,0,No,Europe,A
Female,Summer,Right,150,Sophomore,College of Liberal Arts,U.S.,Yes,No,Evening,0,0,Facebook,5,0,9,9,Not sure,Not sure,3.5,3.7,0,0,No,North America,B
Female,Fall,Right,150,Sophomore,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,Yes,Yes,Depends,20,50,Instagram,2,2,7,9,Moderate,Yes,3.5,3.2,0,1,Yes,North America,B
Male,Fall,Right,152,Sophomore,College of Liberal Arts,International,No,Yes,Morning,0,10,Facebook,5,5,7,9,Liberal,Yes,3.84,3.93,0,0,No,Asia,A
Male,Fall,Left,155,Sophomore,College of Liberal Arts,U.S.,Yes,No,Morning,0,15,YouTube,3,1,9.5,10,Conservative,Yes,3.7,3,0,0,No,North America,B
Male,Fall,Right,155,Sophomore,College of Liberal Arts,U.S.,No,No,Evening,50,20,Instagram,2,1,8,6,Moderate,No,4,3.6,0,0,No,North America,A
Male,Summer,Right,155,Sophomore,College of Education and Human Development,U.S.,Yes,Yes,Morning,62.5,25,Others,2,2,7,5,Moderate,Yes,3.8,3.61,0,0,No,North America,A
Male,Summer,Right,155,Sophomore,College of Liberal Arts,U.S.,No,No,Depends,0,20,YouTube,1.5,1,7,9,Liberal,Yes,0,3.7,0,0,No,Asia,A
Male,Fall,Right,158,Sophomore,College of Education and Human Development,U.S.,Yes,Yes,Morning,20,20,Twitter,3,3,7,9,Conservative,No,3.5,3.83,0,0,No,North America,B
Male,Fall,Right,160,Sophomore,College of Liberal Arts,U.S.,Yes,Yes,Morning,0,15,Twitter,1,1,8,10,Liberal,Yes,3.67,3.1,0,0,No,North America,A
Male,Spring,Left,160,Sophomore,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,Yes,Yes,Evening,20,100,Others,2,1.5,8,6,Liberal,Yes,3.7,3.5,0,0,No,North America,B
Male,Summer,Right,160,Sophomore,Carlson School Undergraduate program,International,No,No,Depends,25,6,YouTube,2,1,7,7,Moderate,No,3.7,4,0,0,No,Asia,A
Male,Fall,Right,160,Sophomore,College of Biological Sciences (CBS),U.S.,No,No,Morning,25,15,Instagram,2,1.5,8,10,Conservative,Not sure,3.9,4,0,0,Yes,North America,A
Male,Summer,Right,160,Sophomore,College of Liberal Arts,U.S.,No,No,Evening,2.2,15,YouTube,3,1,7,9,Moderate,Yes,4,0,0,1,No,Asia,A
Male,Winter,Right,160,Sophomore,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,Yes,No,Morning,20,12,Instagram,0.5,4,4,5,Moderate,Yes,3,3.2,0,1,No,Asia,A
Male,Summer,Right,165,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,Yes,Depends,100,0,YouTube,5,1.5,7.5,8,Liberal,Yes,3.75,3.34,0,0,No,Asia,A
Female,Summer,Right,170,Sophomore,College of Liberal Arts,U.S.,Yes,No,Evening,20,20,YouTube,2,0,7,9,Liberal,Yes,3.8,3.8,3,0,No,North America,A
Male,Fall,Right,170,Sophomore,College of Liberal Arts,U.S.,Yes,Yes,Depends,40,35,Twitter,2,1.5,7,10,Conservative,Yes,3.3,3.3,0,0,Yes,North America,A
Male,Summer,Left,170,Sophomore,College of Liberal Arts,U.S.,Yes,Yes,Morning,120,14,Instagram,2,2,8,7,Conservative,Not sure,3.7,3.4,0,0,No,North America,B
Male,Summer,Right,170,Sophomore,College of Liberal Arts,U.S.,Yes,No,Morning,30,20,Others,0.5,1,6,7,Conservative,Yes,3.995,3.906,0,0,No,North America,A
Male,Fall,Right,170,Sophomore,College of Education and Human Development,U.S.,No,Yes,Depends,200,20,Instagram,1,12,8,10,Conservative,Yes,3.85,3.92,0,0,Yes,North America,A
Male,Fall,Right,170,Sophomore,College of Liberal Arts,U.S.,No,Yes,Depends,50,15,Instagram,3,2,8,9,Conservative,Yes,3.4,4,0,1,Yes,North America,A
Male,Summer,Right,175,Sophomore,College of Liberal Arts,U.S.,Yes,No,Morning,30,0,YouTube,1,0.5,8,6,Liberal,Yes,3.8,3,0,0,No,North America,A
Male,Summer,Right,175,Sophomore,College of Liberal Arts,U.S.,Yes,Yes,Morning,100,20,YouTube,4,2,8,9,Not sure,Yes,3.92,3.22,0,0,Yes,Europe,B
Male,Summer,Left,176,Sophomore,College of Liberal Arts,International,No,No,Morning,30,8,YouTube,4,1,8,10,Not sure,Yes,0,0,0,0,No,Europe,A
Male,Summer,Right,180,Sophomore,College of Science of Engineering,U.S.,Yes,Yes,Morning,50,0,Others,3,1,7,8,Not sure,Not sure,3.8,3,0,0,Yes,North America,A
Male,Winter,Right,180,Sophomore,Undecided/other,U.S.,Yes,Yes,Morning,50,15,Instagram,10,1,7,7,Not sure,Yes,3.95,3.1,0,1,Yes,North America,A
Male,Fall,Right,180,Sophomore,College of Liberal Arts,U.S.,No,No,Evening,10,25,Twitter,3,1.5,6,7,Liberal,Yes,3.5,3.2,0,1,No,North America,B
Male,Winter,Right,180,Sophomore,College of Education and Human Development,U.S.,No,Yes,Depends,40,20,Instagram,2,1,8,8,Conservative,Yes,4,3.5,0,1,No,North America,B
Male,Winter,Right,185,Sophomore,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,Yes,No,Depends,50,0,YouTube,2,0,8,8,Conservative,Yes,3.78,3.56,0,0,Yes,North America,B
Male,Summer,Right,185,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,Yes,Morning,150,15,YouTube,1,1.5,6.5,11,Moderate,Yes,3.8,3.5,0,1,Yes,North America,A
Male,Fall,Right,185,Sophomore,College of Liberal Arts,U.S.,Yes,Yes,Depends,85,98,Instagram,6,2,8,10,Liberal,Yes,4,3.3,2,6,Yes,Europe,B
Male,Summer,Both,190,Sophomore,College of Biological Sciences (CBS),U.S.,No,Yes,Morning,2000,30,Instagram,2,3,6,7,Moderate,Yes,4,3.8,0,0,No,Asia,A
Male,Fall,Right,200,Sophomore,College of Biological Sciences (CBS),U.S.,No,No,Morning,80,20,Instagram,4,2,7,10,Moderate,No,3.9,2.9,0,0,No,North America,A
Male,Winter,Right,200,Sophomore,College of Biological Sciences (CBS),U.S.,Yes,Yes,Evening,15,20,YouTube,4,3,5,8,Conservative,No,3.72,3.92,1,0,No,North America,A
Male,Winter,Right,210,Sophomore,College of Liberal Arts,U.S.,No,Yes,Morning,20,15,Twitter,2,3,7,11,Liberal,Yes,3.9,3.8,0,2,Yes,North America,A
Male,Fall,Right,215,Sophomore,"College of Food, Agricultural and Natural Resource Sciences (CFANS)",U.S.,Yes,Yes,Morning,0,9,YouTube,1,1,7,7,Liberal,Yes,4,3.4,0,0,No,North America,B
